Gene	Co-expression	Co-translation	Interactome
Zm00001d036161	0	0	0
Zm00001d025624	0	0	0
Zm00001d030790	0	0	0
Zm00001d011174	0	0	0
Zm00001d047077	0	0	0
Zm00001d034568	0	0	0
Zm00001d053977	0	0	0
Zm00001d011750	0	0	0
Zm00001d011895	0	0	0
Zm00001d018703	0	0	0
Zm00001d013309	0	0	0
Zm00001d013256	0	0	0
Zm00001d028533	0	0	0
Zm00001d020357	0	0	0
Zm00001d027487	0	0	0
Zm00001d037900	0	0	0
Zm00001d042796	1	0	0
Zm00001d024602	0	0	0
Zm00001d001949	0	0	0
Zm00001d038224	0	0	0
Zm00001d052632	0	0	0
Zm00001d037173	0	0	0
Zm00001d013892	0	0	0
Zm00001d008429	0	0	0
Zm00001d011650	0	0	0
Zm00001d036540	1	0	0
Zm00001d050827	0	0	0
Zm00001d036760	0	0	0
Zm00001d020544	0	0	0
Zm00001d010141	0	0	0
Zm00001d052719	0	0	0
Zm00001d048431	0	0	0
Zm00001d014853	0	0	0
Zm00001d039719	0	0	0
Zm00001d012398	0	0	0
Zm00001d017026	0	0	0
Zm00001d014304	0	0	0
Zm00001d031040	0	0	0
Zm00001d015505	0	0	0
Zm00001d046831	0	0	0
Zm00001d037625	0	0	0
Zm00001d008906	0	0	0
Zm00001d006884	0	0	0
Zm00001d047587	0	0	0
Zm00001d031439	0	0	0
Zm00001d010967	0	0	0
Zm00001d047006	0	0	0
Zm00001d038533	0	0	0
Zm00001d036796	0	0	0
Zm00001d047837	0	0	0
Zm00001d030146	0	0	0
Zm00001d010040	0	0	0
Zm00001d033370	0	0	0
Zm00001d012852	0	0	0
Zm00001d053348	0	0	0
Zm00001d022481	0	0	0
Zm00001d017708	0	0	0
Zm00001d021375	0	0	0
Zm00001d044674	0	0	0
Zm00001d035589	0	0	0
Zm00001d006109	0	0	0
Zm00001d021890	0	0	0
Zm00001d028557	0	0	0
Zm00001d031684	0	0	0
Zm00001d033111	0	0	0
Zm00001d039328	0	0	0
Zm00001d049346	0	0	0
Zm00001d028896	1	1	0
Zm00001d040873	1	1	0
Zm00001d002125	0	1	0
Zm00001d053070	1	1	0
Zm00001d041353	1	1	0
Zm00001d040274	1	1	0
Zm00001d043831	0	1	0
Zm00001d000168	1	1	0
Zm00001d020858	1	1	0
Zm00001d017175	1	1	0
Zm00001d049884	1	1	0
Zm00001d008249	1	1	0
Zm00001d005590	0	1	0
Zm00001d017720	1	1	0
Zm00001d007200	0	1	0
Zm00001d038149	1	1	0
Zm00001d013521	1	1	0
Zm00001d008345	1	1	0
Zm00001d022578	0	1	0
Zm00001d034515	0	1	0
Zm00001d043552	1	1	0
Zm00001d044540	1	1	0
Zm00001d041926	0	1	0
Zm00001d013542	0	1	0
Zm00001d024128	1	1	0
Zm00001d045533	1	1	0
Zm00001d027371	1	1	0
Zm00001d021430	0	1	0
Zm00001d047712	1	1	0
Zm00001d017883	0	1	0
Zm00001d014090	0	1	0
Zm00001d010790	0	1	0
Zm00001d052921	1	1	0
Zm00001d038192	0	1	0
Zm00001d047477	0	1	0
Zm00001d011108	0	1	0
Zm00001d011833	0	1	0
Zm00001d051498	0	1	0
Zm00001d016134	0	1	0
Zm00001d053342	0	1	0
Zm00001d020001	0	1	0
Zm00001d034900	0	1	0
Zm00001d053968	0	1	0
Zm00001d016926	0	1	0
Zm00001d042727	0	1	0
Zm00001d013252	0	1	0
Zm00001d047889	1	1	0
Zm00001d048655	0	1	0
Zm00001d029046	0	1	0
Zm00001d045721	0	1	0
Zm00001d026603	0	1	0
Zm00001d006235	0	1	0
Zm00001d002274	1	1	0
Zm00001d037413	1	1	0
Zm00001d025522	1	1	0
Zm00001d036535	0	1	0
Zm00001d032197	0	1	0
Zm00001d045926	0	1	0
Zm00001d029104	0	1	0
Zm00001d017292	0	1	0
Zm00001d021453	1	1	0
Zm00001d014919	0	1	0
Zm00001d019699	0	1	0
Zm00001d030652	0	1	0
Zm00001d017317	0	0	0
Zm00001d029011	0	0	0
Zm00001d015196	0	0	0
Zm00001d038088	0	0	0
Zm00001d018976	1	0	0
Zm00001d034533	0	0	0
Zm00001d023425	0	0	0
Zm00001d013146	0	0	0
Zm00001d008203	0	0	0
Zm00001d028902	0	0	0
Zm00001d034241	0	0	0
Zm00001d049113	0	0	0
Zm00001d034112	0	0	0
Zm00001d037151	0	0	0
Zm00001d017719	0	0	0
Zm00001d049232	0	0	0
Zm00001d034914	0	0	0
Zm00001d051478	1	0	0
Zm00001d037911	1	0	0
Zm00001d020584	0	0	0
Zm00001d045607	0	0	0
Zm00001d033834	0	0	0
Zm00001d029504	0	0	0
Zm00001d025979	0	0	0
Zm00001d044552	0	0	0
Zm00001d052157	1	0	0
Zm00001d015929	0	0	0
Zm00001d043218	1	0	0
Zm00001d052385	1	0	0
Zm00001d015385	0	0	0
Zm00001d006680	1	0	0
Zm00001d030900	1	0	0
Zm00001d049043	1	0	0
Zm00001d013442	0	0	0
Zm00001d008230	0	0	0
Zm00001d019697	0	0	0
Zm00001d022153	1	0	0
Zm00001d021899	0	0	0
Zm00001d008413	0	0	0
Zm00001d008932	0	0	0
Zm00001d042530	0	0	0
Zm00001d027748	0	0	0
Zm00001d011963	0	0	0
Zm00001d036741	0	0	0
Zm00001d053552	0	0	0
Zm00001d007232	1	0	0
Zm00001d008342	0	0	0
Zm00001d027595	0	0	0
Zm00001d050403	0	0	0
Zm00001d042787	0	0	0
Zm00001d039180	0	0	0
Zm00001d050496	0	0	0
Zm00001d025401	0	0	0
Zm00001d054084	0	0	0
Zm00001d020501	0	0	0
Zm00001d002546	1	0	0
Zm00001d051629	0	0	0
Zm00001d005453	0	0	0
Zm00001d041536	0	0	0
Zm00001d039299	0	0	0
Zm00001d037086	1	0	0
Zm00001d028401	0	0	0
Zm00001d037950	0	0	0
Zm00001d028358	1	0	0
Zm00001d013245	0	0	0
Zm00001d046581	0	0	0
Zm00001d005976	0	0	0
Zm00001d023260	1	0	0
Zm00001d014327	0	0	0
Zm00001d011149	0	0	0
Zm00001d039059	0	0	0
Zm00001d014966	0	0	0
Zm00001d047423	0	0	0
Zm00001d033859	0	0	0
Zm00001d048324	0	0	0
Zm00001d002416	0	0	0
Zm00001d038595	0	0	0
Zm00001d005264	0	0	0
Zm00001d021806	0	0	0
Zm00001d017830	1	0	0
Zm00001d017139	0	0	0
Zm00001d007277	1	0	0
Zm00001d045590	0	0	0
Zm00001d021245	0	0	0
Zm00001d051174	0	0	0
Zm00001d014894	0	0	0
Zm00001d039189	0	0	0
Zm00001d043835	0	0	0
Zm00001d018036	0	0	0
Zm00001d040710	0	0	0
Zm00001d028093	0	0	0
Zm00001d037236	0	0	0
Zm00001d046385	0	0	0
Zm00001d005485	0	0	0
Zm00001d052941	0	0	0
Zm00001d040416	0	0	0
Zm00001d011638	0	0	0
Zm00001d045147	0	0	0
Zm00001d049501	0	0	0
Zm00001d039670	0	0	0
Zm00001d002104	0	0	0
Zm00001d036293	0	0	0
Zm00001d015401	0	0	0
Zm00001d023583	0	0	0
Zm00001d035014	0	0	0
Zm00001d021372	1	0	0
Zm00001d017703	0	0	0
Zm00001d043563	0	0	0
Zm00001d044096	0	0	0
Zm00001d032310	0	0	0
Zm00001d033652	0	0	0
Zm00001d047951	0	0	0
Zm00001d017095	0	0	0
Zm00001d025195	0	0	0
Zm00001d049381	0	0	0
Zm00001d024525	0	0	0
Zm00001d036966	0	0	0
Zm00001d009987	0	0	0
Zm00001d044211	0	0	0
Zm00001d014085	0	0	0
Zm00001d033262	0	0	0
Zm00001d053630	1	0	0
Zm00001d029923	0	0	0
Zm00001d011225	0	0	0
Zm00001d038973	1	0	0
Zm00001d016060	0	0	0
Zm00001d004259	0	0	0
Zm00001d043185	0	0	0
Zm00001d028752	0	0	0
Zm00001d011246	0	0	0
Zm00001d053080	1	0	0
Zm00001d049856	0	0	0
Zm00001d036829	0	0	0
Zm00001d051872	0	0	0
Zm00001d013940	1	0	0
Zm00001d043093	0	0	0
Zm00001d044333	0	0	0
Zm00001d022588	0	0	0
Zm00001d007890	0	0	0
Zm00001d031852	0	0	0
Zm00001d047257	0	0	0
Zm00001d013891	0	0	0
Zm00001d013887	0	0	0
Zm00001d016452	0	0	0
Zm00001d036090	0	0	0
Zm00001d018515	0	0	0
Zm00001d048623	0	0	0
Zm00001d015714	0	0	0
Zm00001d049188	1	0	0
Zm00001d029151	0	0	0
Zm00001d035199	0	0	0
Zm00001d031929	0	0	0
Zm00001d042493	0	0	0
Zm00001d037772	0	0	0
Zm00001d027323	0	0	0
Zm00001d034711	0	0	0
Zm00001d006699	0	0	0
Zm00001d031851	1	0	0
Zm00001d028898	0	0	0
Zm00001d049295	0	0	0
Zm00001d018775	0	0	0
Zm00001d031822	0	0	0
Zm00001d002944	0	0	0
Zm00001d040342	0	0	0
Zm00001d045500	0	0	0
Zm00001d023887	0	0	0
Zm00001d007581	0	0	0
Zm00001d017303	0	0	0
Zm00001d005250	0	0	0
Zm00001d051881	0	0	0
Zm00001d034727	0	0	0
Zm00001d018988	1	0	0
Zm00001d014766	0	0	0
Zm00001d022624	0	0	0
Zm00001d010451	0	0	0
Zm00001d035578	0	0	0
Zm00001d024952	0	0	0
Zm00001d007479	0	0	0
Zm00001d022332	0	0	0
Zm00001d028730	0	0	0
Zm00001d014337	0	0	0
Zm00001d049873	0	0	0
Zm00001d011348	0	0	0
Zm00001d022432	0	0	0
Zm00001d038955	0	0	0
Zm00001d005833	0	0	0
Zm00001d015861	0	0	0
Zm00001d013993	0	0	0
Zm00001d037590	0	0	0
Zm00001d033246	0	0	0
Zm00001d009517	1	0	0
Zm00001d051502	0	0	0
Zm00001d049703	0	0	0
Zm00001d018868	0	0	0
Zm00001d003984	0	0	0
Zm00001d013667	0	0	0
Zm00001d020476	0	0	0
Zm00001d017472	0	0	0
Zm00001d003950	0	0	0
Zm00001d003345	1	0	0
Zm00001d041627	0	0	0
Zm00001d009226	0	0	0
Zm00001d034941	0	0	0
Zm00001d052124	0	0	0
Zm00001d001864	0	0	0
Zm00001d035802	0	0	0
Zm00001d025011	0	0	0
Zm00001d051759	0	0	0
Zm00001d021659	0	0	0
Zm00001d044597	0	0	0
Zm00001d031502	0	0	0
Zm00001d009743	0	0	0
Zm00001d015379	0	0	0
Zm00001d034759	0	0	0
Zm00001d005406	0	0	0
Zm00001d026392	1	0	0
Zm00001d017178	0	0	0
Zm00001d032505	0	0	0
Zm00001d007865	0	0	0
Zm00001d034077	0	0	0
Zm00001d002715	0	0	0
Zm00001d032667	0	0	0
Zm00001d039154	0	0	0
Zm00001d040691	0	0	0
Zm00001d050245	0	0	0
Zm00001d046508	0	0	0
Zm00001d016506	0	0	0
Zm00001d026573	0	0	0
Zm00001d052997	0	0	0
Zm00001d017462	0	0	0
Zm00001d039881	0	0	0
Zm00001d020930	0	0	0
Zm00001d043696	0	0	0
Zm00001d011177	0	0	0
Zm00001d010583	0	0	0
Zm00001d009878	0	0	0
Zm00001d028613	0	0	0
Zm00001d028601	0	0	0
Zm00001d049674	0	0	0
Zm00001d014065	0	0	0
Zm00001d015737	0	0	0
Zm00001d014879	0	0	0
Zm00001d007835	0	0	0
Zm00001d012446	0	0	0
Zm00001d024765	0	0	0
Zm00001d018037	0	0	0
Zm00001d005726	0	0	0
Zm00001d024393	0	0	0
Zm00001d033646	0	0	0
Zm00001d034605	0	0	0
Zm00001d053156	0	0	0
Zm00001d013083	0	0	0
Zm00001d015058	0	0	0
Zm00001d009693	0	0	0
Zm00001d028826	0	0	0
Zm00001d038623	0	0	0
Zm00001d017754	0	0	0
Zm00001d044255	0	0	0
Zm00001d016891	0	0	0
Zm00001d042023	0	0	0
Zm00001d048190	0	0	0
Zm00001d030601	0	0	0
Zm00001d049495	0	0	0
Zm00001d044442	0	0	0
Zm00001d002775	0	0	0
Zm00001d007898	1	0	0
Zm00001d036950	0	0	0
Zm00001d003246	1	0	0
Zm00001d049313	0	0	0
Zm00001d005140	0	0	0
Zm00001d043523	0	0	0
Zm00001d048081	0	0	0
Zm00001d008513	0	0	0
Zm00001d018799	0	0	0
Zm00001d017654	0	0	0
Zm00001d015586	0	0	0
Zm00001d043305	0	0	0
Zm00001d036338	0	0	0
Zm00001d007496	0	0	0
Zm00001d004739	0	0	0
Zm00001d016733	0	0	0
Zm00001d045183	0	0	0
Zm00001d024205	0	0	0
Zm00001d046506	0	0	0
Zm00001d052050	0	0	0
Zm00001d048394	1	0	0
Zm00001d003894	0	0	0
Zm00001d048355	0	0	0
Zm00001d034701	0	0	0
Zm00001d013274	0	0	0
Zm00001d023897	0	0	0
Zm00001d020014	0	0	0
Zm00001d003679	0	0	0
Zm00001d029448	0	0	0
Zm00001d029726	0	0	0
Zm00001d028630	0	0	0
Zm00001d013914	0	0	0
Zm00001d023998	0	0	0
Zm00001d027950	0	0	0
Zm00001d033917	0	0	0
Zm00001d015026	0	0	0
Zm00001d023264	0	0	0
Zm00001d044615	0	0	0
Zm00001d015200	0	0	0
Zm00001d000345	0	0	0
Zm00001d019573	0	0	0
Zm00001d002338	0	0	0
Zm00001d000418	0	0	0
Zm00001d005793	0	0	0
Zm00001d044693	0	0	0
Zm00001d027811	0	0	0
Zm00001d022071	0	0	0
Zm00001d023271	0	0	0
Zm00001d029963	0	0	0
Zm00001d038768	0	0	0
Zm00001d038258	0	0	0
Zm00001d030551	0	0	0
Zm00001d011688	0	0	0
Zm00001d052494	0	0	0
Zm00001d043108	0	0	0
Zm00001d044649	0	0	0
Zm00001d030915	0	0	0
Zm00001d002234	0	0	0
Zm00001d040960	0	0	0
Zm00001d010654	0	0	0
Zm00001d024966	0	0	0
Zm00001d032546	0	0	0
Zm00001d031062	0	0	0
Zm00001d033976	0	0	0
Zm00001d033648	0	0	0
Zm00001d002725	0	0	0
Zm00001d030893	0	0	0
Zm00001d025003	0	0	0
Zm00001d045635	0	0	0
Zm00001d040163	0	0	0
Zm00001d010021	0	0	0
Zm00001d007776	0	0	0
Zm00001d049522	0	0	0
Zm00001d033640	0	0	0
Zm00001d002854	0	0	0
Zm00001d040583	0	0	0
Zm00001d038839	0	0	0
Zm00001d034037	0	0	0
Zm00001d011424	0	0	0
Zm00001d030316	0	0	0
Zm00001d002292	0	0	0
Zm00001d007709	0	0	0
Zm00001d003119	0	0	0
Zm00001d048217	0	0	0
Zm00001d030612	0	0	0
Zm00001d051840	0	0	0
Zm00001d032172	0	0	0
Zm00001d012890	0	0	0
Zm00001d005627	0	0	0
Zm00001d036679	0	0	0
Zm00001d008310	0	0	0
Zm00001d046719	0	0	0
Zm00001d049457	0	0	0
Zm00001d015729	0	0	0
Zm00001d053776	0	0	0
Zm00001d040667	0	0	0
Zm00001d025353	0	0	0
Zm00001d013656	0	0	0
Zm00001d013254	0	0	0
Zm00001d007043	0	0	0
Zm00001d034125	0	0	0
Zm00001d043229	0	0	0
Zm00001d033854	0	0	0
Zm00001d049892	0	0	0
Zm00001d031279	0	0	0
Zm00001d020354	0	0	0
Zm00001d030859	0	0	0
Zm00001d046973	0	0	0
Zm00001d019754	0	0	0
Zm00001d008654	0	0	0
Zm00001d020965	0	0	0
Zm00001d012084	0	0	0
Zm00001d029860	0	0	0
Zm00001d009660	0	0	0
Zm00001d009071	0	0	0
Zm00001d048149	0	0	0
Zm00001d048157	0	0	0
Zm00001d053899	0	0	0
Zm00001d012800	0	0	0
Zm00001d025626	0	0	0
Zm00001d034064	0	0	0
Zm00001d044122	0	0	0
Zm00001d020695	0	0	0
Zm00001d025862	0	0	0
Zm00001d013314	0	0	0
Zm00001d025008	0	0	0
Zm00001d013249	0	0	0
Zm00001d038877	0	0	0
Zm00001d023968	0	0	0
Zm00001d049088	0	0	0
Zm00001d053661	0	0	0
Zm00001d020569	0	0	0
Zm00001d003379	0	0	0
Zm00001d008933	0	0	0
Zm00001d005110	0	0	0
Zm00001d043076	0	0	0
Zm00001d043962	0	0	0
Zm00001d011514	0	0	0
Zm00001d048546	0	0	0
Zm00001d032822	0	0	0
Zm00001d014735	0	0	0
Zm00001d018179	0	0	0
Zm00001d009726	0	0	0
Zm00001d014572	0	0	0
Zm00001d032282	0	0	0
Zm00001d038686	0	0	0
Zm00001d016553	0	0	0
Zm00001d007085	0	0	0
Zm00001d032465	1	0	0
Zm00001d026343	0	0	0
Zm00001d038681	0	0	0
Zm00001d010395	0	0	0
Zm00001d039455	0	0	0
Zm00001d047908	0	0	0
Zm00001d007885	0	0	0
Zm00001d047063	0	0	0
Zm00001d053728	0	0	0
Zm00001d018798	0	0	0
Zm00001d035321	0	0	0
Zm00001d007881	0	0	0
Zm00001d036092	0	0	0
Zm00001d025517	0	0	0
Zm00001d034965	0	0	0
Zm00001d010603	0	0	0
Zm00001d047935	0	0	0
Zm00001d018890	0	0	0
Zm00001d053908	0	0	0
Zm00001d018501	0	0	0
Zm00001d042269	0	0	0
Zm00001d033830	0	0	0
Zm00001d049583	0	0	0
Zm00001d034460	0	0	0
Zm00001d051422	0	0	0
Zm00001d039278	0	0	0
Zm00001d004466	0	0	0
Zm00001d052122	0	0	0
Zm00001d013683	0	0	0
Zm00001d017036	0	0	0
Zm00001d041179	0	0	0
Zm00001d029091	0	0	0
Zm00001d028802	0	0	0
Zm00001d040628	0	0	0
Zm00001d014742	0	0	0
Zm00001d014183	0	0	0
Zm00001d012969	0	0	0
Zm00001d020234	0	0	0
Zm00001d017247	0	0	0
Zm00001d014201	0	0	0
Zm00001d045618	0	0	0
Zm00001d037257	0	0	0
Zm00001d028787	0	0	0
Zm00001d043986	0	0	0
Zm00001d005547	0	0	0
Zm00001d031149	0	0	0
Zm00001d036831	0	0	0
Zm00001d000041	0	0	0
Zm00001d053627	0	0	0
Zm00001d036710	0	0	0
Zm00001d038932	0	0	0
Zm00001d045897	0	0	0
Zm00001d019706	0	0	0
Zm00001d012831	0	0	0
Zm00001d038960	0	0	0
Zm00001d033742	0	0	0
Zm00001d049823	0	0	0
Zm00001d037864	0	0	0
Zm00001d026704	0	0	0
Zm00001d045547	0	0	0
Zm00001d026639	0	0	0
Zm00001d048095	0	0	0
Zm00001d034509	0	0	0
Zm00001d003087	0	0	0
Zm00001d008218	0	0	0
Zm00001d041979	0	0	0
Zm00001d010403	0	0	0
Zm00001d047781	0	0	0
Zm00001d033632	0	0	0
Zm00001d029429	0	0	0
Zm00001d021519	0	0	0
Zm00001d010723	0	0	0
Zm00001d016890	0	0	0
Zm00001d040752	0	0	0
Zm00001d041597	0	0	0
Zm00001d050330	0	0	0
Zm00001d023734	0	0	0
Zm00001d053200	0	0	0
Zm00001d047923	0	0	0
Zm00001d050208	0	0	0
Zm00001d040456	0	0	0
Zm00001d040233	0	0	0
Zm00001d033002	0	0	0
Zm00001d042256	0	0	0
Zm00001d042851	0	0	0
Zm00001d049974	0	0	0
Zm00001d012400	0	0	0
Zm00001d018146	0	0	0
Zm00001d026516	0	0	0
Zm00001d025111	0	0	0
Zm00001d014302	0	0	0
Zm00001d023868	0	0	0
Zm00001d026214	0	0	0
Zm00001d025170	0	0	0
Zm00001d028513	0	0	0
Zm00001d032939	0	0	0
Zm00001d032521	0	0	0
Zm00001d041192	0	0	0
Zm00001d016105	0	0	0
Zm00001d027616	0	0	0
Zm00001d014737	0	0	0
Zm00001d017338	0	0	0
Zm00001d029551	0	0	0
Zm00001d042234	0	0	0
Zm00001d043943	0	0	0
Zm00001d051658	0	0	0
Zm00001d016371	0	0	0
Zm00001d048382	0	0	0
Zm00001d028542	0	0	0
Zm00001d012504	0	0	0
Zm00001d043997	0	0	0
Zm00001d022194	0	0	0
Zm00001d014073	0	0	0
Zm00001d015553	0	0	0
Zm00001d009810	0	0	0
Zm00001d031505	0	0	0
Zm00001d023824	0	0	0
Zm00001d045310	0	0	0
Zm00001d023804	0	0	0
Zm00001d011652	0	0	0
Zm00001d006071	0	0	0
Zm00001d012027	0	0	0
Zm00001d014808	0	0	0
Zm00001d003678	0	0	0
Zm00001d030166	0	0	0
Zm00001d016595	0	0	0
Zm00001d053179	0	0	0
Zm00001d006751	0	0	0
Zm00001d028825	0	0	0
Zm00001d029378	0	0	0
Zm00001d002241	0	0	0
Zm00001d035741	0	0	0
Zm00001d020136	0	0	0
Zm00001d038920	0	0	0
Zm00001d040953	0	0	0
Zm00001d052766	0	0	0
Zm00001d019462	1	1	0
Zm00001d017555	1	1	0
Zm00001d052288	1	1	0
Zm00001d018014	1	1	0
Zm00001d002510	1	1	0
Zm00001d012314	0	1	0
Zm00001d032894	1	1	0
Zm00001d007192	0	1	0
Zm00001d014500	1	1	0
Zm00001d031485	1	1	0
Zm00001d029059	1	1	0
Zm00001d041443	1	1	0
Zm00001d051513	1	1	0
Zm00001d040390	1	1	0
Zm00001d009690	0	1	0
Zm00001d029530	0	1	0
Zm00001d003644	1	1	0
Zm00001d035593	1	1	0
Zm00001d036351	1	1	0
Zm00001d039596	1	1	0
Zm00001d018694	1	1	0
Zm00001d038467	1	1	0
Zm00001d047538	1	1	0
Zm00001d049958	0	1	0
Zm00001d038583	1	1	0
Zm00001d039594	0	1	0
Zm00001d012571	1	1	0
Zm00001d029174	1	1	0
Zm00001d026089	1	1	0
Zm00001d044247	0	1	0
Zm00001d013265	0	1	0
Zm00001d025793	1	1	0
Zm00001d034547	1	1	0
Zm00001d015754	0	1	0
Zm00001d054034	1	1	0
Zm00001d016082	1	1	0
Zm00001d005228	1	1	0
Zm00001d041691	1	1	0
Zm00001d042128	1	1	0
Zm00001d035191	1	1	0
Zm00001d019195	0	1	0
Zm00001d052749	1	1	0
Zm00001d047617	0	1	0
Zm00001d032587	0	1	0
Zm00001d013590	1	1	0
Zm00001d014787	0	1	0
Zm00001d049763	1	1	0
Zm00001d018669	0	1	0
Zm00001d034795	0	1	0
Zm00001d013095	0	1	0
Zm00001d016577	0	1	0
Zm00001d046827	1	1	0
Zm00001d026015	0	1	0
Zm00001d023439	1	1	0
Zm00001d034876	1	1	0
Zm00001d009028	0	1	0
Zm00001d053855	0	1	0
Zm00001d022338	0	1	0
Zm00001d033451	1	1	0
Zm00001d005707	1	1	0
Zm00001d031064	1	1	0
Zm00001d022527	0	1	0
Zm00001d022626	1	1	0
Zm00001d035034	0	1	0
Zm00001d022144	0	1	0
Zm00001d007164	1	1	0
Zm00001d036709	1	1	0
Zm00001d032383	0	1	0
Zm00001d018030	0	1	0
Zm00001d018383	1	1	0
Zm00001d038975	0	1	0
Zm00001d011648	0	1	0
Zm00001d021620	0	1	0
Zm00001d011096	0	1	0
Zm00001d003062	1	1	0
Zm00001d053858	1	1	0
Zm00001d039790	1	1	0
Zm00001d011049	1	1	0
Zm00001d018295	0	1	0
Zm00001d010235	0	1	0
Zm00001d015243	0	1	0
Zm00001d013842	0	1	0
Zm00001d039041	1	1	0
Zm00001d048717	0	1	0
Zm00001d005587	0	1	0
Zm00001d008724	1	1	0
Zm00001d007092	0	1	0
Zm00001d053643	1	1	0
Zm00001d010406	1	1	0
Zm00001d031943	1	1	0
Zm00001d018864	0	1	0
Zm00001d014668	0	1	0
Zm00001d041833	0	1	0
Zm00001d032565	1	1	0
Zm00001d023559	0	1	0
Zm00001d011705	1	1	0
Zm00001d011760	0	1	0
Zm00001d025997	1	1	0
Zm00001d053979	1	1	0
Zm00001d002971	0	1	0
Zm00001d054047	0	1	0
Zm00001d011826	0	1	0
Zm00001d041480	0	1	0
Zm00001d011877	0	1	0
Zm00001d008963	0	1	0
Zm00001d045877	0	1	0
Zm00001d014640	0	1	0
Zm00001d007921	0	0	0
Zm00001d020188	0	0	0
Zm00001d031316	1	0	0
Zm00001d045604	0	0	0
Zm00001d003866	0	0	0
Zm00001d040846	0	0	0
Zm00001d003905	0	0	0
Zm00001d004021	0	0	0
Zm00001d005403	0	0	0
Zm00001d029978	0	0	0
Zm00001d029177	1	0	0
Zm00001d025944	0	0	0
Zm00001d002650	0	0	0
Zm00001d047898	0	0	0
Zm00001d027801	0	0	0
Zm00001d007318	0	0	0
Zm00001d014192	0	0	0
Zm00001d051012	1	0	0
Zm00001d036971	0	0	0
Zm00001d038807	1	0	0
Zm00001d017625	0	0	0
Zm00001d018752	1	0	0
Zm00001d030982	1	0	0
Zm00001d015127	0	0	0
Zm00001d008224	0	0	0
Zm00001d046810	0	0	0
Zm00001d012168	0	0	0
Zm00001d022573	0	0	0
Zm00001d017808	0	0	0
Zm00001d017089	1	0	0
Zm00001d024321	1	0	0
Zm00001d005482	0	0	0
Zm00001d042639	0	0	0
Zm00001d028471	0	0	0
Zm00001d040686	0	0	0
Zm00001d001767	1	0	0
Zm00001d031899	0	0	0
Zm00001d022058	0	0	0
Zm00001d024540	0	0	0
Zm00001d027355	0	0	0
Zm00001d029674	0	0	0
Zm00001d025848	0	0	0
Zm00001d034164	1	0	0
Zm00001d037713	0	0	0
Zm00001d038217	0	0	0
Zm00001d017043	1	0	0
Zm00001d022560	0	0	0
Zm00001d032010	0	0	0
Zm00001d005573	0	0	0
Zm00001d035065	0	0	0
Zm00001d002617	0	0	0
Zm00001d020461	0	0	0
Zm00001d002384	0	0	0
Zm00001d038155	0	0	0
Zm00001d048402	0	0	0
Zm00001d013358	0	0	0
Zm00001d049343	0	0	0
Zm00001d021201	0	0	0
Zm00001d022429	0	0	0
Zm00001d043504	1	0	0
Zm00001d009661	1	0	0
Zm00001d040804	0	0	0
Zm00001d003668	0	0	0
Zm00001d008289	0	0	0
Zm00001d038337	0	0	0
Zm00001d033913	0	0	0
Zm00001d011709	0	0	0
Zm00001d028262	0	0	0
Zm00001d007826	0	0	0
Zm00001d000350	0	0	0
Zm00001d051067	0	0	0
Zm00001d053625	0	0	0
Zm00001d039498	0	0	0
Zm00001d053412	0	0	0
Zm00001d053438	0	0	0
Zm00001d045109	0	0	0
Zm00001d027373	1	0	0
Zm00001d015329	1	0	0
Zm00001d020021	1	0	0
Zm00001d049541	0	0	0
Zm00001d046166	0	0	0
Zm00001d006594	1	0	0
Zm00001d018180	0	0	0
Zm00001d015204	0	0	0
Zm00001d032819	0	0	0
Zm00001d006497	0	0	0
Zm00001d024815	1	0	0
Zm00001d034734	1	0	0
Zm00001d034558	0	0	0
Zm00001d034828	0	0	0
Zm00001d024051	0	0	0
Zm00001d035747	0	0	0
Zm00001d026599	0	0	0
Zm00001d015025	0	0	0
Zm00001d019124	0	0	0
Zm00001d050216	0	0	0
Zm00001d006321	1	0	0
Zm00001d050697	1	0	0
Zm00001d045366	0	0	0
Zm00001d002941	0	0	0
Zm00001d045298	0	0	0
Zm00001d031712	0	0	0
Zm00001d039046	0	0	0
Zm00001d040392	0	0	0
Zm00001d053450	0	0	0
Zm00001d004843	0	0	0
Zm00001d018609	0	0	0
Zm00001d048533	0	0	0
Zm00001d034600	0	0	0
Zm00001d036356	1	0	0
Zm00001d020182	0	0	0
Zm00001d029375	0	0	0
Zm00001d007904	0	0	0
Zm00001d033817	0	0	0
Zm00001d016438	0	0	0
Zm00001d006371	0	0	0
Zm00001d008210	0	0	0
Zm00001d004982	0	0	0
Zm00001d027656	0	0	0
Zm00001d013268	0	0	0
Zm00001d005454	0	0	0
Zm00001d037120	1	0	0
Zm00001d012196	1	0	0
Zm00001d046190	0	0	0
Zm00001d008216	0	0	0
Zm00001d033665	0	0	0
Zm00001d037532	0	0	0
Zm00001d043534	0	0	0
Zm00001d034880	0	0	0
Zm00001d051245	1	0	0
Zm00001d039432	0	0	0
Zm00001d012557	0	0	0
Zm00001d014759	0	0	0
Zm00001d023655	0	0	0
Zm00001d039348	0	0	0
Zm00001d013653	0	0	0
Zm00001d045905	0	0	0
Zm00001d039578	0	0	0
Zm00001d004260	0	0	0
Zm00001d028050	0	0	0
Zm00001d021145	0	0	0
Zm00001d014203	0	0	0
Zm00001d045757	1	0	0
Zm00001d035934	1	0	0
